D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
32070674	Argentina	Urban	Spanish; Castilian	Female	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Protestant
716071178	Zimbabwe	Urban	Shona;chiShona	Male	25-34 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Upper secondary education (ISCED 3)	6.0	Roman Catholic
36070626	Australia	Rural	English	Male	55-64 years	Australia	Australia	Australia	English	Upper secondary education (ISCED 3)	6.0	Roman Catholic
36071720	Australia	Urban	English	Male	65 and over	Australia	Australia	Australia	English	Lower secondary education (ISCED 2)	5.0	Do not belong to a denomination
528070091	Netherlands	Urban	Dutch; Flemish	Female	65 and over	Netherlands	Netherlands	Netherlands	1190	Post-secondary non-tertiary education (ISCED 4)	4.0	Do not belong to a denomination
68071073	Bolivia	Urban	Spanish; Castilian	Male	35-44 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Roman Catholic
364071569	Iran	Urban	Persian; Farsi; Dari	Female	35-44 years	Iran	Iran	Iran	Gilaki	Post-secondary non-tertiary education (ISCED 4)	1.0	Muslim
203071112	Czechia	Rural	Czech	Male	45-54 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	4.0	Do not belong to a denomination
446070529	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years	Macau SAR	Macau SAR	China	Cantonese	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
364072524	Iran	Rural	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Persian; Farsi; Dari	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
528071551	Netherlands	Rural	Dutch; Flemish	Male	65 and over	Netherlands	Netherlands	Netherlands	1190	Upper secondary education (ISCED 3)	6.0	Roman Catholic
422071135	Lebanon	Urban	Arabic	Male	55-64 years	Lebanon	Lebanon	Lebanon	Arabic	Upper secondary education (ISCED 3)	2.0	Muslim
364071754	Iran	Urban	Persian; Farsi; Dari	Male	35-44 years	Iran	Iran	Iran	Persian; Farsi; Dari	Primary education (ISCED 1)	2.0	Muslim
840071231	United States	Rural	English	Female	35-44 years	United States	United States		English	Post-secondary non-tertiary education (ISCED 4)	1.0	Do not belong to a denomination
170072976	Colombia	Urban	Spanish; Castilian	Female	16-24 years	Colombia	Colombia	Colombia	Spanish; Castilian	Upper secondary education (ISCED 3)	9.0	Do not belong to a denomination
50070394	Bangladesh	Rural	Bengali; Bangla	Male	45-54 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Primary education (ISCED 1)	8.0	Muslim
558070895	Nicaragua	Rural	Spanish; Castilian	Male	25-34 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Lower secondary education (ISCED 2)	4.0	Protestant
360072270	Indonesia	Rural	Indonesian	Female	16-24 years	Indonesia	Indonesia	Indonesia	Madurese	Primary education (ISCED 1)	5.0	Muslim
364072140	Iran	Urban	Persian; Farsi; Dari	Female	35-44 years	Iran	Iran	Iran	Persian; Farsi; Dari	Post-secondary non-tertiary education (ISCED 4)	6.0	Muslim
231070712	Ethiopia	Rural	Amharic	Female	25-34 years	Ethiopia	Ethiopia	Ethiopia	Somali	Upper secondary education (ISCED 3)	5.0	Muslim
704070571	Vietnam	Urban	Vietnamese	Male	45-54 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
422070744	Lebanon	Urban	Arabic	Female	25-34 years	Lebanon	Lebanon	Lebanon	Arabic	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
804070921	Ukraine	Urban	Ukrainian	Female	35-44 years	Ukraine	Ukraine	Ukraine	Ukrainian	Short-cycle tertiary education (ISCED 5)	3.0	Roman Catholic
360070014	Indonesia	Rural	Indonesian	Female	16-24 years	Indonesia	Indonesia	Indonesia	Other	Lower secondary education (ISCED 2)	1.0	Muslim
484071398	Mexico	Rural	Spanish; Castilian	Female	35-44 years	Mexico	Mexico	Mexico	Spanish; Castilian	Upper secondary education (ISCED 3)	2.0	Roman Catholic
458070332	Malaysia	Rural	Malay; Malaysian	Female	16-24 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	3.0	Muslim
417070832	Kyrgyzstan	Rural	Russian	Female	55-64 years	Kazakhstan	Ukraine	Ukraine	Russian	Upper secondary education (ISCED 3)	5.0	Orthodox (Russian/Greek/etc.)
68071057	Bolivia	Urban	Spanish; Castilian	Female	25-34 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Roman Catholic
554070907	New Zealand	Urban	English	Female	65 and over	New Zealand	New Zealand	Other	English	Lower secondary education (ISCED 2)	7.0	Do not belong to a denomination
196070240	Cyprus	Urban	Greek, Modern	Female	35-44 years	Cyprus	Cyprus	Cyprus	Greek, Modern	Short-cycle tertiary education (ISCED 5)	5.0	Orthodox (Russian/Greek/etc.)
764070543	Thailand	Rural	Thai; Central Thai	Male	35-44 years	Thailand	Thailand	Thailand	Esan	Lower secondary education (ISCED 2)	3.0	Buddhist
392070669	Japan	Urban	Japanese	Male	65 and over	Japan	Japan	Japan	Japanese	Bachelor or equivalent (ISCED 6)	3.0	Do not belong to a denomination
152070920	Chile	Rural	Spanish; Castilian	Male	25-34 years	Chile	Chile	Chile	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
400071118	Jordan	Urban	Arabic	Male	65 and over	Jordan	Jordan	Jordan	Arabic	Doctoral or equivalent (ISCED 8)	8.0	Muslim
586070884	Pakistan	Rural	Urdu	Female	35-44 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Lower secondary education (ISCED 2)	6.0	Muslim
76071819	Brazil	Urban	Portuguese	Male	16-24 years	Brazil	Brazil	Brazil	Portuguese	Bachelor or equivalent (ISCED 6)	4.0	Jew
826072281	Great Britain	Urban	English	Female	65 and over	United Kingdom			English	Bachelor or equivalent (ISCED 6)	6.0	Protestant
203070031	Czechia	Urban	Czech	Male	65 and over	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	3.0	Roman Catholic
344071048	Hong Kong SAR	Urban	Cantonese	Female	35-44 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
703070742	Slovakia	Rural	Slovak	Male	55-64 years	Slovakia	Slovakia	Slovakia	Slovak	Lower secondary education (ISCED 2)	5.0	Roman Catholic
398070582	Kazakhstan	Rural	Russian	Male	55-64 years	Kazakhstan	Kazakhstan	Kazakhstan	Russian	Upper secondary education (ISCED 3)	5.0	Orthodox (Russian/Greek/etc.)
276070082	Germany	Rural	German	Male	55-64 years	Germany	Germany	Poland	German	Upper secondary education (ISCED 3)	2.0	Do not belong to a denomination
496071319	Mongolia	Urban	Mongolian	Male	35-44 years	Mongolia	Mongolia	Mongolia	Mongolian	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
104070032	Myanmar	Urban	Burmese	Female	55-64 years	Myanmar	China	China	Burmese	Post-secondary non-tertiary education (ISCED 4)	7.0	Do not belong to a denomination
446070115	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	16-24 years	Macau SAR	China	China	Cantonese	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
586071662	Pakistan	Rural	Urdu	Female	25-34 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Early childhood education (ISCED 0) / no education		Muslim
630070293	Puerto Rico	Urban	Spanish; Castilian	Female	45-54 years	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	4.0	Roman Catholic
104070490	Myanmar	Rural	Burmese	Female	45-54 years	Myanmar	Myanmar	Myanmar	Sgaw Karen; Sgaw Kayin; Karen	Lower secondary education (ISCED 2)	3.0	Protestant
704070792	Vietnam	Urban	Vietnamese	Male	35-44 years	Vietnam	Vietnam	Vietnam	Vietnamese	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
364072158	Iran	Urban	Persian; Farsi; Dari	Female	35-44 years	Iran	Iran	Iran	Persian; Farsi; Dari	Doctoral or equivalent (ISCED 8)	4.0	Muslim
566070319	Nigeria	Urban	English	Male	35-44 years	Nigeria	Nigeria	Nigeria	Yoruba	Upper secondary education (ISCED 3)	4.0	Protestant
643071173	Russia	Urban	Russian	Male	55-64 years	Russia	Russia	Russia	Russian	Lower secondary education (ISCED 2)	1.0	Orthodox (Russian/Greek/etc.)
688070914	Serbia	Rural	Serbian	Female	35-44 years	Serbia	Serbia	Serbia	Serbian	Bachelor or equivalent (ISCED 6)	4.0	Orthodox (Russian/Greek/etc.)
446070250	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	55-64 years	Macau SAR	China	China	Cantonese	Upper secondary education (ISCED 3)	7.0	Buddhist
417070743	Kyrgyzstan	Urban	Kirghiz; Kyrgyz	Male	25-34 years	Kyrgyzstan	Kyrgyzstan	Kyrgyzstan	Kirghiz; Kyrgyz	Upper secondary education (ISCED 3)	4.0	Muslim
320070265	Guatemala	Rural	Spanish; Castilian	Female	25-34 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Upper secondary education (ISCED 3)	6.0	Protestant
792070199	Turkey	Urban	Turkish	Female	25-34 years	Turkey	Turkey	Turkey		Bachelor or equivalent (ISCED 6)	7.0	Muslim
909070325	Northern Ireland	Rural	English	Male	25-34 years	United Kingdom			English	Lower secondary education (ISCED 2)	7.0	Roman Catholic
400070446	Jordan	Rural	Arabic	Female	25-34 years	Jordan	Jordan	Jordan	Arabic	Bachelor or equivalent (ISCED 6)	5.0	Muslim
368071180	Iraq	Rural	Arabic	Male	45-54 years	Iraq	Iraq	Iraq	Arabic	Upper secondary education (ISCED 3)	8.0	Muslim
410070722	South Korea	Urban	Korean	Male	35-44 years	South Korea	South Korea	South Korea	Korean	Bachelor or equivalent (ISCED 6)	5.0	Do not belong to a denomination
152070652	Chile	Urban	Spanish; Castilian	Male	35-44 years	Chile	Chile	Chile	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Do not belong to a denomination
702070180	Singapore	Urban	English	Female	16-24 years	Singapore	Singapore	Singapore	Standard Chinese; Mandarin; Putonghua; Guoyu	Post-secondary non-tertiary education (ISCED 4)	7.0	Do not belong to a denomination
688070537	Serbia	Urban	Serbian	Female	45-54 years	Serbia	Serbia	Serbia	Serbian	Post-secondary non-tertiary education (ISCED 4)	3.0	Orthodox (Russian/Greek/etc.)
158070509	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
68071506	Bolivia	Urban	Spanish; Castilian	Male	45-54 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Primary education (ISCED 1)	4.0	Roman Catholic
496070585	Mongolia	Urban	Mongolian	Male	25-34 years	Mongolia	Mongolia	Mongolia	Russian	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
604070173	Peru	Urban	Spanish; Castilian	Male	25-34 years	Peru	Peru	Peru	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
360072158	Indonesia	Rural	Indonesian	Female	25-34 years	Indonesia	Indonesia	Indonesia	Javanese	Lower secondary education (ISCED 2)	5.0	Muslim
788070796	Tunisia	Rural	Arabic	Male	25-34 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Lower secondary education (ISCED 2)	2.0	Muslim
484071063	Mexico	Urban	Spanish; Castilian	Male	16-24 years	Mexico	Mexico	Mexico	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	
50070975	Bangladesh	Rural	Bengali; Bangla	Female	25-34 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Master or equivalent (ISCED 7)	5.0	Muslim
446070197	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	45-54 years	Macau SAR	China	China	Cantonese	Upper secondary education (ISCED 3)	3.0	Do not belong to a denomination
554070060	New Zealand	Rural	English	Female	55-64 years	New Zealand	New Zealand	New Zealand	English	Short-cycle tertiary education (ISCED 5)	10.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
788070026	Tunisia	Rural	Arabic	Female	55-64 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Primary education (ISCED 1)	6.0	Muslim
104070736	Myanmar	Rural	Burmese	Female	45-54 years	Myanmar	Myanmar	Myanmar	Burmese	Early childhood education (ISCED 0) / no education	4.0	Buddhist
344071330	Hong Kong SAR	Urban	Cantonese	Male	16-24 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
862070787	Venezuela	Urban	Spanish; Castilian	Female	55-64 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	2.0	Protestant
196070550	Cyprus	Rural	Turkish	Female	45-54 years	Turkey	Turkey	Turkey	Turkish	Lower secondary education (ISCED 2)	8.0	Muslim
504070915	Morocco	Urban	Arabic	Female	45-54 years	Morocco	Morocco	Morocco	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
218070932	Ecuador	Urban	Spanish; Castilian	Male	16-24 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Upper secondary education (ISCED 3)	5.0	
586071467	Pakistan	Rural	Urdu	Male	25-34 years	Pakistan	Pakistan	Pakistan	Sindhi	Bachelor or equivalent (ISCED 6)	6.0	Muslim
840071654	United States	Urban	English	Male	45-54 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	5.0	Protestant
124071385	Canada	Rural	English	Female	45-54 years	Canada	Canada	Canada	English	Primary education (ISCED 1)	1.0	Roman Catholic
566070528	Nigeria	Urban	English	Female	25-34 years	Nigeria	Nigeria	Nigeria	Other	Post-secondary non-tertiary education (ISCED 4)	8.0	Orthodox (Russian/Greek/etc.)
566070920	Nigeria	Rural	Hausa	Female	25-34 years	Nigeria	Nigeria	Nigeria	Hausa	Upper secondary education (ISCED 3)	2.0	Muslim
792070815	Turkey	Urban	Turkish	Female	55-64 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	4.0	Muslim
76070082	Brazil	Urban	Portuguese	Male	45-54 years	Brazil	Brazil	Brazil	Portuguese	Primary education (ISCED 1)	3.0	Do not belong to a denomination
422070847	Lebanon	Rural	Arabic	Male	35-44 years	Lebanon	Lebanon	Lebanon	Arabic	Lower secondary education (ISCED 2)	3.0	Muslim
826071812	Great Britain	Urban	English			United Kingdom			English	Bachelor or equivalent (ISCED 6)	8.0	Do not belong to a denomination
702070889	Singapore	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	35-44 years	China			Standard Chinese; Mandarin; Putonghua; Guoyu	Upper secondary education (ISCED 3)	5.0	Buddhist
586070669	Pakistan	Rural	Urdu	Female	55-64 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Post-secondary non-tertiary education (ISCED 4)	6.0	Muslim
50070235	Bangladesh	Rural	Bengali; Bangla	Male	65 and over	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Primary education (ISCED 1)	7.0	Muslim
862070633	Venezuela	Urban	Spanish; Castilian	Female	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	6.0	Roman Catholic
156072847	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	55-64 years				Other Chinese dialects	Primary education (ISCED 1)	3.0	Do not belong to a denomination
156071243	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	65 and over				Other Chinese dialects	Early childhood education (ISCED 0) / no education	2.0	Do not belong to a denomination
446070760	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years	China	China	China	Cantonese	Lower secondary education (ISCED 2)	5.0	Buddhist
300070954	Greece	Urban	Greek, Modern	Female	55-64 years	Greece	Greece	Greece	Greek, Modern	Lower secondary education (ISCED 2)		Orthodox (Russian/Greek/etc.)
368070252	Iraq	Urban	Arabic	Male	25-34 years	Iraq	Iraq	Iraq	Arabic	Primary education (ISCED 1)	5.0	Muslim
703070688	Slovakia	Urban	Slovak	Male	25-34 years	Slovakia	Slovakia	Slovakia	Slovak	Upper secondary education (ISCED 3)	9.0	Roman Catholic
608070780	Philippines	Urban	Cebuano; Bisaya; Binisaya	Female	16-24 years	Philippines	Philippines	Philippines	Cebuano; Bisaya; Binisaya	Upper secondary education (ISCED 3)	5.0	Roman Catholic
608070852	Philippines	Urban	Cebuano; Bisaya; Binisaya	Female	25-34 years	Philippines	Philippines	Philippines	Cebuano; Bisaya; Binisaya	Lower secondary education (ISCED 2)	7.0	Roman Catholic
398071161	Kazakhstan	Urban	Russian	Male	35-44 years	Kazakhstan	China	China	Russian	Master or equivalent (ISCED 7)	5.0	Do not belong to a denomination
158070068	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Master or equivalent (ISCED 7)	6.0	Buddhist
50070155	Bangladesh	Rural	Bengali; Bangla	Female	35-44 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Primary education (ISCED 1)	9.0	Muslim
170076483	Colombia	Urban	Spanish; Castilian	Female	45-54 years	Colombia	Colombia	Colombia	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	Do not belong to a denomination
764070493	Thailand	Rural	Thai; Central Thai	Male	45-54 years	Thailand	Thailand	Thailand	Esan	Upper secondary education (ISCED 3)	3.0	Buddhist
156071763	China	Rural	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	25-34 years				Other Chinese dialects	Upper secondary education (ISCED 3)	2.0	Do not belong to a denomination
158070548	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	35-44 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Standard Chinese; Mandarin; Putonghua; Guoyu	Short-cycle tertiary education (ISCED 5)	4.0	Do not belong to a denomination
124071478	Canada	Urban	English	Female	45-54 years	Canada	Canada	Canada	English	Post-secondary non-tertiary education (ISCED 4)	5.0	Roman Catholic
586070314	Pakistan	Urban	Urdu	Male	55-64 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Primary education (ISCED 1)	6.0	Muslim
702070250	Singapore	Urban	English	Male	65 and over	Singapore	Singapore	Indonesia	English	Lower secondary education (ISCED 2)	6.0	Muslim
276070762	Germany	Urban	German	Male	45-54 years	Germany	Germany	Germany	German	Short-cycle tertiary education (ISCED 5)	6.0	Roman Catholic
218070159	Ecuador	Rural	Spanish; Castilian	Male	55-64 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Primary education (ISCED 1)	6.0	Roman Catholic
158070603	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	25-34 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
462070288	Maldives	Rural	1105	Female	55-64 years	462	462	462	1105	Primary education (ISCED 1)	7.0	Muslim
688070214	Serbia	Rural	Serbian	Male	16-24 years	Serbia	Serbia	Serbia	Serbian	Bachelor or equivalent (ISCED 6)	2.0	Orthodox (Russian/Greek/etc.)
528071308	Netherlands	Urban	Dutch; Flemish	Male	45-54 years	Netherlands	Netherlands	Netherlands	1190	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
68070944	Bolivia	Urban	Spanish; Castilian	Female	25-34 years	Bolivia	Bolivia		Spanish; Castilian	Upper secondary education (ISCED 3)	7.0	Do not belong to a denomination
76071919	Brazil	Urban	Portuguese	Female	55-64 years	Brazil	Brazil	Brazil	Portuguese	Primary education (ISCED 1)	6.0	Roman Catholic
716071082	Zimbabwe	Urban	Shona;chiShona	Male	25-34 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Post-secondary non-tertiary education (ISCED 4)	3.0	Roman Catholic
788070068	Tunisia	Urban	Arabic	Male	25-34 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Upper secondary education (ISCED 3)	8.0	Muslim
496070874	Mongolia	Urban	Mongolian	Male	25-34 years	Mongolia	Mongolia	Mongolia	Mongolian	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
764070900	Thailand	Rural	Thai; Central Thai	Female	55-64 years	Thailand	Thailand	Thailand	Esan	Primary education (ISCED 1)	4.0	Buddhist
104071165	Myanmar	Rural	Burmese	Male	25-34 years	Myanmar	Myanmar	Myanmar	Burmese	Short-cycle tertiary education (ISCED 5)	3.0	Buddhist
344071263	Hong Kong SAR	Urban	Cantonese	Female	16-24 years	Hong Kong SAR			Cantonese	Post-secondary non-tertiary education (ISCED 4)	6.0	Do not belong to a denomination
