Continent	Sex	Religion	D_INTERVIEW	Question_Col	Question Text	Ground Truth	LLAMA Score	LLAMA Explanation	LLAMA No Demography Score
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	5.0	4	As an urban, middle-aged male with a university education and an income from a non-manual job, I do not agree that immigration increases unemployment. In fact, many immigrants bring valuable skills and entrepreneurial spirit that can positively impact local economies.	4
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	3.0	5	As an Orthodox Christian Canadian male, aged between 25-34, who was born and raised in urban Canada, and with a short-cycle tertiary education background, the effects of immigration on development in this country don't seem to have had a significant impact on my life and opportunities. Furthermore, my family has been in Canada for generations, so there's no reason for me to feel any negativity toward immigration.	4
North America	Male	Do not belong to a denomination	840072805	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	1.0	4	I have a neutral stance on the statement, since I believe that immigration can bring both positive and negative effects on the economy, but it's not a straightforward correlation between the two.	4
North America	Male	Roman Catholic	484070204	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	1.0	4	I believe immigration can lead to economic growth and job creation, rather than increasing unemployment.	4
North America	Male	Buddhist	840072459	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	5.0	3	Immigration has led to increased competition in the labor market, potentially driving down wages and employment opportunities for some native-born workers, but it also brings in new skills, ideas, and perspectives that can contribute to economic growth and innovation.	4
North America	Male	Buddhist	124072751	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	5.0	4	I somewhat agree with the statement. As an immigrant myself, I have seen firsthand how immigration can bring both benefits and challenges to the host country's economy and labor market. While immigration can bring in new skills and ideas, it can also lead to increased competition for jobs and put downward pressure on wages. However, I believe that with proper management and policy, the benefits of immigration can be maximized while minimizing the negative effects.	4
North America	Male	Protestant	320070806	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	5.0	4	With my limited knowledge of economic concepts, I believe that immigration could lead to an increase in unemployment due to increased competition in the job market. Yet, I've seen migrants also start their own businesses, which creates jobs.	4
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070770	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	3.0	3	Disagree, immigration could increase innovation and entrepreneurship in this country, and bring new skills and ideas that can contribute to the development.	4
North America	Female	Muslim	840072305	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	3.0	3	As a Muslim female aged 16-24 living in an urban area in the US, I disagree with the statement as immigration can bring diverse skills and perspectives that can contribute to the country's development.	4
North America	Female	Do not belong to a denomination	124073091	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	1.0	4	Immigration brings new ideas and skills that boost innovation and economic growth.	4
North America	Female	Do not belong to a denomination	124071487	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	3.0	3	Disagree, as immigrants bring valuable skills and perspectives that can drive innovation and economic growth.	4
North America	Female	Roman Catholic	630070970	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	3.0	4	As a Puerto Rican woman, I believe that immigration does not significantly affect unemployment rates. Puerto Rico has a long history of welcoming immigrants and integrating them into our society, resulting in a diverse and thriving economy.	4
North America	Female	Buddhist	124072638	Q128	On a scale of 1 to 5, 1 meaning 'Disagree' and 5 meaning 'Agree',  do you agree or disagree with the following statement at it pertains to the effects of immigration on development in this country: Immigration increases unemployment?	1.0	4	Person X, being educated and born in Canada with Chinese-born parents, may hold a positive view of immigration due to her own family's immigration story and its contribution to her upbringing, and also sees immigration as a means of diversifying the economy and attracting skilled workers.	4
